贷款结清，征信还显示当前逾期,本人在既有分期的贷款已于五月份结清，但是近期查询征信报告，上面显示有一笔当前逾期90天以上的欠款，最长有13个月处于逾期状态其中10个月有90天以上的逾期，找客服说处理不了，让拨打热线，热线电话打了两天接不通，到了下班时间就要等第二天再继续打？,即有分期," 客服不处理,联系不到客服,乱上报征信"," 赔偿,道歉,解释,撤销处罚"
拼多多天天领现金好友助力成功却不加钱,今天费劲折腾了好久，邀请了好多朋友同学，之前都很顺利，基本都是一人0.01元，但是在最后0.04的时候（应该在只需要4个人的情况下），邀请了好几个同学，并且确定是助力成功了，但是没有记录显示，且金额没有变化，不接受什么账号异常的说法，都是家人同学的号，且前期都没有事，到最后临门一脚了七八十来个正好账号异常的号凑一起了吗。拼多多真的坑，费劲折腾这么久不接受这样的结果。必须维护消费者权益，商家不要想着每天坑一小部分人就不会闹大，半真半假就是无良商家。给不起就不要画大饼，千里之堤溃于蚁穴，商家谨记。,拼多多客户服务," 服务不到位,虚假宣传,账号问题"," 退款,赔偿,改善服务,解释,维修"
玖富钱包悟空理财逾期两个月不返还投资人本金利息,"2020年7月来，已有数万名玖富普惠出借人到期钱款无法按期转出，无法提现，许多人已无法正常生活！第一、玖富平台恶意篡改数据，把原本正常的债权标的换成了逾期标，让人感到绝望；第二、玖富平台又单方面执意要底标穿透，在出借人反复表示拒绝这种方式的情况下，平台升级客户端，强迫出借人在平台上承认这些逾期标和出借人之间的合同关系，蒙蔽不知情的出借人；第三、玖富平台还封锁官方消息，高层不露面、不公布良性清退方案、聘用水军恶意制造谣言，逼迫出借人在信息不对等的恐慌情绪中割肉下车。目前玖富普惠仍在“合法合规”经营、继续敛财，却损害了34万个家庭乃至上百万老百姓的利益。这些钱都是老百姓的血汗钱、养老钱、治病钱、救命钱，是毕生的积蓄！
已有很多被逼无奈的出借人到北京现场维权，越来越多的受害者汇集北京，将造成非常严重的后果，影响到北京市乃至国家的社会稳定大局。
我们去了北京市政府信访部门、中国人民银行金融市场司、中国银行保险监督管理委员会普惠金融部、北京市金融工作局、北京经侦总队接待室等待地方反映情况，但是一直得不到解决，甚至有些出借人被遣返，我们实在走投无路！部分媒体发声被删除
望有关部门为我们主持公道",玖富悟空理财," 逾期,不返还投资人本金", 及时回款
诱导消费，报名不成功，不处理不退款,"2020年3月份通过抖音平台看到的新夏教育机构，于是点进去输了号码才能了解到，没过多久就打电话给我让我报名，打了好几个让我报名，当时一直和我强调“只有通过机构才能百分百报考成功，自己报考没有机位不会报名成功”，几次电话打给我之下，我交了定金500，我交完就有点后悔还一直打电话给我，过了几天于是又马上让我交尾款2080，一共2580，当时承诺“考务费包括在内“之后不收取任何费用”，于是我就栽了进去。
到了报考时间段，所谓的机构老师找我要考务费800—900元，她们马上不承认之前的话，说这个是考务费，国家收取的，但是全国统一的考务费是215两门就可以，她们就说是培训机构帮忙报名的费用，等于又是欺骗了消费者，说好的不收费又换说法欺骗了我。这是第一次欺骗消费者。
然而这些我都忍了，结果到十月中下旬，网上可以查询健康管理师的准考证了，我一查，我的名字没有报考信息，该机构没有给我报名成功，于是我去找负责我的机构老师，她很冷淡不理睬的态度，连报名都没成功，当时踩着机构报考百分百成功的噱头，如今又说不一定能报考成功，而且还是私下和其他老师说实话，那个老师发给我她们的的聊天截图。这是第二次欺骗消费者。
我三月份准备到现在的考试，说一句没报名机构就想了事了。我说要求退费，机构的老师不肯退，还不理睬，居然和我说让我明年再考，说明年给我报名，光明正大的说出这种话。没报名成功，说给我退款，然而没有反应。机构老板也联系不到了。这是第三次欺骗消费者。
我申诉只想要求退费，我也没心思考了，这种没有信誉的机构，从诱导我们报名到多骗取900考务费，再到没有报名成功，最后还不给退费。900考务费可以不要了，2588请还给我，都是血汗钱。希望平台公平公正，还我公道！谢谢！",新夏教育," 退款问题,诱导消费,涉骗,费用问题"," 退款,解释,赔偿"
天猫超市购物返卡有效期时间不统一，有误导消费者的嫌疑,天猫超市购物返卡100元，之前金额小的都是有效期20天，但是金额大了有效期短了。让消费者形成潜意识认为20天内消费就可以，15天就过期了，存在欺诈行为，遇到消费者，恶意过期消费者购物卡行为。,天猫超市, 天猫超市卡, 恢复优惠券
趣多省在搜狐视频打广告 9.9开通爵士会员送视频会员,趣多省在搜狐视频打广告 9.9开通爵士会员送视频会员 结果一登上app 什么都没有  直让人花钱购物。,趣多省爵士卡, 虚假宣传," 退款,道歉"
拼多多天天领现金，最后2分怎么也点不上，商家设置一些东西，不想让消费者拿到钱,拼多多天天领现金活动，最后剩两分钱，找了好多人都点不上，在活动期内就已经致电拼多多客服，客服表示不用管那个时间，等着后台处理，我相信了，结果后台什么也没处理，而且现在投诉电话的号码都已经打不进人工客服了，怀疑拼多多有虚假广告成分，欺骗消费者找亲朋好友点，然后最后还系统设置一些，不让我们领取出来，涉嫌虚假广告，投诉多次，回复都是迂回，后台处理不作为，严重损害客户利益，而且让客户精神完成极度紧张和不满，必须返还我应该得到的利益，如果不成功，还会一直投诉下去,拼多多客户服务," 客服不处理,服务不到位,虚假宣传"," 退款,赔偿,道歉,作出处罚,改善服务"
私自扣款,本以为只是开通个优酷视频vip而已，不知为啥后期又扣款45.1，根本就没用过别的,蚂蚁金服客户中心, 私自扣款, 退款
自动续费坑,从5.13号充值了一次酷喵后，之后每个月自动续费29.9这个我完全不知情，也没有怎么看过电视，今天扣费无意间看见了弹出了消息才知道，联系酷喵官方客服。她们称只能退两个月的，我不能接受这太欺负人了！我要是不发现还能扣多少！能帮帮我吗？,酷喵VIP会员, 自动续费, 退款
淘宝省钱卡自动续保不知情情况下被开通自动续费,淘宝省钱卡连续包月在我不知情的情况下开通连续包月自动续费，只有支付宝自动扣款的时候才知道，没有任何的短信告知，强制开通续费，消费者一点不知情，到底怎么开通的，不明白,阿里客服, 淘宝省钱卡强制开通," 退款,赔偿"
iPhone全额保值换新,京东Apple自营店购买的iPhone11全额保质换新版宣传可以全额抵扣iPhone 12，现在申请时无法全额抵扣，返款为部分现金和E卡，要求全部以现金退还或直接抵扣iPhone 12金额。,京东客服," 不予退款,服务不到位,虚假宣传"," 退款,赔偿,道歉,修改宣传内容"
苹果iPhone11pro全额保值换新,我是2020年8月8日购买的iPhone11pro当时购买的时候京东这边承诺的是在下一代iPhone发售后全额保值折抵iPhone12系列，在2020年10月16日晚八点开放预定iPhone12系列后发现京东这边没有在告知消费者并且在购买以前提前通知的情况下，私自将折抵返款的部分金改为京东E卡，并且以本地地址原因拒绝补差价换新，要求全款购买后再进行返款加E卡，严重侵犯消费者权益，强制性消费，望有关部门予以帮助,京东客服," 虚假宣传,未履行保价承诺"," 退款,赔偿,改善服务,解释"
我一个单亲母亲挣钱给孩子上学用的，都买了玖富悟空理财产品了现在血本无归无助,我恳请有关部门给我要回我给孩子上学的钱，我真的非常无助，希望悟空理财别不给我们的血汗钱，更希望国家有关部门能够重视这些问题，谢谢,玖富悟空理财, 不予退款," 退款,赔偿"
拼多多用下单完成全额返还虚假宣传，确认收货只给几张优惠券。,"拼多多用下单完成后全额返还，诱导消费者下单，等你确认收货后去领全额返还，49元一分不返还只给共价值45元的消费券四张。欺骗消费者，虚假宣传！
承诺了就要做到，难道我要用那四张券再下四单，用就再给你们加四单生意，不用自认倒霉。这么明目张胆骗人！",拼多多客户服务, 虚假宣传, 履行承诺全额返还
我是学生，给我高利贷的利息，现在还不起,我搞这个捷信当时我还是大学生，贷了65000元。而且利息是很高的当时我都不知道就贷款了，而且我还了一年多了本金才还了七千多，我现在一共还了31122.26元这个数字对于我一个大学生来说是个天文数字，每个月利息这么高，捷信太乱了不管学生也贷，并且个人还收了我5200元的小费。而且通过疫情现在更加还不起！！！现在还剩余57731.38元,捷信消费金融有限公司, 多收利息, 利息太高
"
我在拼多多领现金最后只剩下一分钱了，我找了好多人助力，将近三十多个人，",好多人给我助力成功了 他怎么都不显示 而且最后剩0.01我找了30人都助力成功了他也不显示 这是虚假宣传,拼多多客户服务, 虚假宣传, 赔偿
拼多多天天领现金最后还剩5分钱，找了几十个朋友点了都不显示,拼多多天天领现金最后还剩5分钱，找了几十个朋友点了都不显示，还联系不上客服，联系在线人工客服前面一会儿是两个人等待，一会儿又变成一百多人了,拼多多客户服务," 客服不处理,服务不到位,虚假宣传,联系不到客服"," 赔偿,道歉,作出处罚"
支付宝虚假宣传，乱扣款,我之前在支付宝上订购了一个移动花卡的套餐，套餐合约是12个月不得自动取消，但是支付宝每个月都会从我花呗扣款48元，已经连续扣了11个月了，但是我从没享受过任何套餐的服务，我给95188打电话了，也给10086打了电话，移动同志人家说我这个手机号码包括我身份证从来没有来通过订购过这个套餐，但是支付宝还是每个月从我花呗扣钱，我一直有打电话咨询投诉，可是支付宝和移动一直像提皮球一样对我，一直在拖拖拖，永远没有解决的方案，我既然没有订购移动花卡套餐那为什么每个月花呗要扣我的钱……搞不懂，真的是老白姓投诉无门,蚂蚁金服客户中心," 客服不处理,不予退款,服务不到位,假货"," 退款,赔偿,道歉,作出处罚"
拼多多领现金活动欺骗消费者,参与拼多多领现金活动，写明成功后领取200元，期间找多名微信好友帮点，后期即将成功时微信好友那里显示帮砍成功，我这里不显示任何信息，必须找到新用户才能有显示，已然是非正当方式欺骗消费者，后来终于找够新用户，成功后显示给4张500-50优惠券，我们费劲周张，熟悉不熟悉的朋友都找了，拼多多最后给出的结果是这样的，严重欺骗消费者行为，和当时做出的承诺不符，不用和我说什么异常账号，每个人都是活生生的人和账号，我相信如果是一开始就点都是正常的，只不过你们平台想把他说成异常就是异常了，我要求平台向我道歉，并返还我应得的现金，500-50优惠券我不需要，你们自己留着用,拼多多客户服务," 客服不处理,服务不到位,虚假宣传"," 赔偿,道歉,改善服务,修改宣传内容"
同一件事情两个订单一个有责一个无责,十月十号那天晚上接了一笔拼车订单，去到乘客目的地车子突然识别不了钥匙打不着火，跟乘客解释了，乘客愿意等我修好车载他去，他要去的地方，后来又进来一笔拼车跟乘客协商了，乘客那边取消了，重新下单又拍过来，第一个乘客跟他协商取消订单，手机还没拿起来又派一张订单过来，立马打电话客服，叫我直接取消报备，我已经按照他的意思报备了，第二天，一张有责一张无责，怎么申诉都没用，同一件事情得出不同的结果影响我特别大，收入直接影响了20%，我的车子长时间停留，不停的取消订单，都不去核查，有责无责好想看心情来定,滴滴出行客服, 账号问题, 恢复账号
企业级的硬盘走京东售后寄回来的硬盘是普通家用版本,"1、2019年9月13日，在京东平台基士得耶数码专卖店买了一块价格1037的西部数据企业级4TB机械硬盘（金盘）。
2、2020年8月12日，第一次开箱使用，使用的时候发现西部数据企业级4TB机械硬盘（金盘），噪音特别大，于是在8.13号提出在京东提出售后流程。
3、硬盘于2020年8月13日寄出西部数据企业级4TB机械硬盘（金盘），8月16日商家收到商品，直到2020年9月29号才收到寄回来的硬盘，硬盘型号不是西部数据企业级4TB机械硬盘（金盘），硬盘价值约300元左右，在此我认为京东这里有欺诈消费者的行为，并且中间多次在售后催促进度，客户没有作出任何回复。
4、于2020年10月1日在京东app售后投诉，客户也为做出任何回应，迫于我基于使用，我打了客户电话，才有跟单处理客户与我联系，说商家已经关闭店铺，这个损失需要由我自己承担，并且强制要求我接受他们处理的结果。",京东客服," 虚假发货,假货,逾期未发货"," 退款,赔偿,作出处罚"
被骗充钱，客服不管,王者里一个女的加我问我陪不陪她玩幻灵仙录，然后让我跟她结婚要什么欧式婚礼一直让我充越充越多她说会给我钱结果一分没给一直拖借口说什么在理财拿不出来，说自己生病了花光了，还说跟老子奔现走骗我钱又借口不来了，骗我充钱，希望能把钱退给我，我怀疑是这个公司请的女生，来骗我钱的,重庆愉呈兴游科技有限公司," 不予退款,联系不到客服", 退款
拼多多互助200现金不发放！后台设卡！！,最近朋友圈都在发链接点开领现金红包！我也跟风弄了一下第一次是100的，虽然后面有点难但是确确实实到账了！！然后又开始领200的，我也是找遍了整个朋友圈在助力！发动朋友助力！终于眼看差0.04就要到手了，在群里各种发红包让大家帮我宣传！我都发出去一百多红包给别人了，0.04还是没变！我的朋友也确确实实给我助力了！有图为证！！可是我这边却收不到助力信息！！！这是什么情况？？？？？我花钱帮拼多多宣传用户？我要维权！我的邀请都超出了200的金额！我希望平台可以把福利发放给我！！！或者把我付出的代价还给我！！！第一张图是我的助力页面！第二张是差额0.02%也就是0.04元第三张是后来朋友助力成功却没在我助力页面显示的图！请问我这些朋友助力的去哪里了？还有新用户专门帮我下载了拼多多过来助力的！你们良心呢？？？？我要维权！！！！！我要真像！！！！！要赔偿！！！！！,拼多多客户服务," 客服不处理,虚假宣传,联系不到客服,未履行保价承诺"," 赔偿,道歉,解释,下架产品,修改宣传内容"
奥凯航空取消航班，电话打不通，不予退款！,10-16日晚19:42收到奥凯航空短信“因疫情原因取消航班”，明显写着可以全款退款或改签。改签日期近一周没有该航司航班，客服电话打不进去，不予退款处理！！,奥凯航空," 不予退款,售后服务欠缺,霸王条款,涉骗"," 快速处理,退款,退费,退货退款,改善服务"
我主良缘, 2020年10月16号付款未产生服务 希望退款联系负责人不予退款 我没有还没有进行服务希望退款,我主良缘," 不予退款,霸王条款", 退款
欺骗消费者,拼多多砍价越砍越多 无论怎么砍自己都会跳到高的钱数白砍 只差0.49元 一下就跳到了0.98元 这不是欺诈消费者吗？ 这种app为什么还会有人推广 需要合理的解释和赔偿 自己可以看一下手机上方的时间,拼多多客户服务," 虚假宣传,刷单"," 赔偿,道歉,发货"
礼橙专车收费问题,礼橙专车没有专门的投诉地方，还不如专车！其次，10.14号用滴滴礼橙专车，手机界面上显示费用预估59，结果下来费用超出了很多，客服也没有明确的处理方案，再与客服的沟通中，客服将此订单锁定，无后续，非常非常不满意！,滴滴出行客服," 售后服务欠缺,乱收费"," 退款,改善服务"
退学退款不同意,我上个月报名的，学费是分付君贷款交的，已经扣了我一个月八百多了，我几天前想退学，他们负责人说不同意，说实在不行让我转卖，现在的人没那么傻，说转卖就转买啊，还说帮不我解决不了任何问题，说协议上说了七天不能退款什么的，我也是很无奈，现在分付君天天打电话催款，我是没能力给钱了才退学的，我才上不到四节课的，哎,鹰视教育, 退款问题, 解除合约
天天领现金,剩五分，找了十来人都不往上加钱。好不容易弄了一天，你们这样玩。快成功了就故意找麻烦。,拼多多客户服务, 虚假宣传," 赔偿,道歉"
剩最后一毛八的时候无论多少人点金额都不减,拼多多200拉人免费得，本来人都够了，最后那一毛八不管拉多少人点都上不去都显示还差一毛八，但是朋友给我截图确确实实是点了，要求拼多多方给予赔偿并作出处理，毕竟为点这200落了不少人情,拼多多客户服务, 虚假宣传," 赔偿,道歉"
分期还款,本人作为招行3年用户，去年和男朋友创业失败欠了很多外债，每个月还款都是东拼西凑，拆东墙 补西壁，每天都活在巨大的压力中。根据中国银监会发布的《商业银行信用卡业务监督管理办法》第七十条的规定 在特殊情况下，确认信用卡欠款金额超出持卡人还款能力、且持卡人仍有还款意愿的，发卡银行可以与持卡人平等协商，达成个性化分期还款协议。个性化分期还款协议的最长期限不得超过5年。希望招行能同意帮我个性化分期 减免利息和违约金，我也争取早日还清债务,招商银行信用卡, 个性化分期，, 分期还款
投诉NICE平台*（北京极赞科技有限公司）对货品质量不把控，售后不处理,我在NICE平台买了一双NIKE鞋，收到货后，货品有瑕疵破损等质量问题。平台中间收取费用，以平台本身条例，存在问题应查验鞋子后与买家沟通是否同意，然而平台却直接将具有瑕疵破损的货品直接寄予买家并强制确认。申请售后后，售后不处理相关事宜，只电话告知要不就自己卖掉，要不就给个包邮卷。这种行为违反平台本身条例，也违反消费法相应条例。,nice," 客服不处理,不予退款,货品质量有问题不处理"," 退款,赔偿"
天猫超市拒不执行三包政策,产品购入后两个月，出现无法工作问题，与天猫超市客服沟通，客服推卸责任，让顾客联系生产商。但其提供的联系方式无法与厂商联系。我申请此售后有销售方平台即天猫超市负责此次售后。,天猫超市, 三包问题," 解释,退货,换货"
现金剩0.04得时候别人给助力成功这边都不显示  本该提现的  一直都没有显示,本该提现的  一直都没有显示  别人助力给成功了  还是0.04  一直都是,拼多多客户服务," 虚假宣传,天天领现金,天天领现金", 退款
最后卡在一分钱，拉了30多人都不动，明显的欺骗消费者，虚假宣传的行为。,拼多多天天领现金活动，最后卡在一分钱，拉了30多人都不动，明显的欺骗消费者，虚假宣传的行为。,拼多多客户服务, 虚假宣传, 赔偿
涉嫌暴力催收，目前我想一次性结清，本金+国家规定的利息,"1、小花扣款时自动设置24期还款并未告知用户
2、上个月欠款时我说明要求减免高出国家规定内的利息，不予理会，说APP内直接就可以操作，能减多少就减多少
3、再多次无果后最终联系了我父亲、母亲，并告知我欠款的事，以及金额，并加其微信发送链接，要求母亲还款
以上是上个月发生的，那时我的见识比较少，维权方式不到位，导致其加我微信之后便把当月（9月）欠款还清了",分期乐服务," 暴力催收,高利贷,盗取用户信息"," 道歉赔偿/解释,调整利率,销账,提供结清证明"
今日必下平台强制下款2200元，未经过本人同意,今日必下平台没有给与任何提示要取我的信息，私自下款，实际到账990手续费1210让我5天还款，存在欺骗，平台让我给我打电话让我添加qq客服，到现在还没有同意申请，麻烦黑猫平台督促其同意添加申请，立即为我销账处理。,今日必下," 高利贷,砍头息,联系不到客服"," 道歉赔偿/解释,处罚,提供结清证明"
淘宝店铺虚假发货，平台无有效措施保证消费者权益,10月7日在淘宝平台下单购买某商品，店铺10月8日将物流状态改为已发货，物流信息为快递已揽件。但直至今日物流信息没有更新，在10月13日联系店铺客服时，该客服坦言商品正在加工中。10月15日联系淘宝客服，客服仅建议退款处理，没有表示会对该店铺进行调查和对虚假发货行为进行处理！而咨询快递公司，快递公司也未能查证物流状态，仅表示尽快处理，目前仅更改了物流状态而无后续处理措施。,阿里客服, 虚假发货," 作出处罚,下架产品"
现金签到不给现金,拼多多虚假宣传说签到给现金，可是给的都是无门槛劵，现在连无门槛劵都不给了，不是补货中就是抢光了，好不容易交易8次升级到了白银等级又不给兑换，跳出“很遗憾兑换失败”找了一堆理由不兑现，投诉到客服也不能解决，总是说些官方套话就是不说解决方法。,拼多多客户服务," 客服不处理,虚假宣传,欺诈,提现"," 兑现承诺,撤销虚假广告"
武汉曼且思教育涉嫌以普通话报考为由 欺骗学生  后续并未履行当时所说报考要求,我因为要考教师资格证，2019年12月14日网上搜索普通话报名的网址，结果就有人让我加了一个微信号为M2862525***，电话号码为1560718****的普通话培训中心陈老师，她跟我说，这边代报名，就能考试，考试只要本人参加考试就能过，鉴于找不到报名网址，我便相信了她，便向她支付了580的金额，缴费完成以后，她给了我一个课程，让我耐心看课，等他报名通知，刚开始说是一月初报名 ，二月中旬考试一直到考试日期，我询问她，结果她说疫情影响推迟到三月份， 后续同样的话一直推迟到七月份，七月份这边开始联系不上 ，微信不回 电话不接，截止到今天还是一样不回复，我也是一个学生 骗谁的钱不好 ，骗我们这些学生的，良心不会痛吗？希望曼且思教育全额退款 并致歉。,曼且思教育," 退款问题,诱导消费,涉骗,虚假宣传"," 退款,赔偿"
潭州教育、潭州课堂7-15工作日退款速度太慢了,7-15工作日退款速度太慢了、我的花呗20号就要还款了、京东18号就要还款、到时候去哪里拿我还款的钱？？？？麻烦尽快退款、谢谢,潭州教育, 退款问题, 退款
健康福重疾病20-30年,刚开始0.1分钱然后不知道怎么回事每个月都自己扣费，扣了也不退说什么过了犹豫期，刚开始不知道，然后发现乱扣费，退保也不退钱,蚂蚁金服客户中心, 不给退款, 退款
最后0.04元40个人都扫不进去一分,最后0.04元我用了全班人接近45个人。每个人都跟前面步骤一样但却没加一分钱。,拼多多客户服务, 扫多少人都不加钱, 赔偿
虚假承诺,本人大专学历报考国家开放大学本科，大专毕业未得虚假承诺可以申请本科学历，我报名以后要相关信息告知我需要毕业证报名之前承诺可以给我走关系申请本科学籍。我本来是要办理分期银行卡电话忘记，支付了八百定金。后期用支付宝支付七千二百元人民币。我希望可以曝光该单位 虚假承诺。,鹰视教育, 不予退款, 退款
天天领现金,"砍那个现金红包
首先和你pk就是人 机作假
再是一般砍到最后0点几分的时候就会卡刀
或者就是拉到人 别人给你助力的不显示 
拼多多在造假 这完全让我对你这款软件 有了一个重新的定义 太让我失望了 我希望得到赔偿",拼多多客户服务, 天天领现金, 赔偿
9月27号申请债权转让至今没有回款,9月27号在悟空优选申请转让连本带息共计11万元整，到现在只回款了利息8201元，平台显示已支付，我想问我的血汗钱是不是被悟空平台给骗了,玖富悟空理财," 还我血汗钱,资金半个月回款未到账", 快还我血汗钱，急需用
你我贷超半月不放款,4号申请的你我贷贷款，15号都不放款，还让等等等，，，。取消贷款后在也申请不到。欺骗客户嫌疑,你我贷," 高利贷,虚假信息", 道歉赔偿/解释
阿里客服不公平对待，判定结果难以接受,"于20年10月12日下午6点，在淘宝网购买了一台最新款的智能平衡车，噩梦就开始了。第二天13日早10点多收到货了（朋友代收），马上赶回去开箱，按照商家得意思操作，下载app.认证试用，发现其使用感觉和我预期想象的不符，左右没有平衡力，很难站立上去，在两个朋友的搀扶下才上去，却只能慢慢的前进，有很明显的动力不足，很迟缓，根本无法正常使用，体验感极差，很不满意，便想退货。便与商家协商，给出的答复是已经认证使用过，不支持七天无理由退换，让我大跌眼镜。购买前是清楚的看到有写着支持七天无理由退换，而且没有任何信息或者口头告知我说认证使用过影响二次想象不支持七天无理由退，真让我很气愤。最后申请客服介入，下午感觉还是不放心，就去这个产品外观仔细检查一遍，竟然发现底部的左右避震接气口顶端的螺帽明显不一致，一面螺帽的边缘全部磨平了，而另外一面的棱角突出无任何损伤，还有旁边平面上还有几道明显的划痕这些虽然不影响产品的使用，但是直接影响美观。我就把这些新的消息提交给淘宝客服小二，那边说会核实。期间打了我几个电话我都如实说了，表明：1，与预期不符，体验极差。2，产品有外观磨损，且一看就像是机器磨平了棱角，生产中的一个失误，根本无法后天人工造成的。3，七天无理由退换难道是摆设？没有提前告知认证后影响二次销售不能退，甚至将责任推给消费者，说是我学不会，主管意愿退款。
第二天接到淘宝客服电话说，维权即将结束，判决结果是不能退，理由是支持七天无理由退的前提下是保存商品的完好，而现在商品是损坏了。不支持七天退，说我们当时没有当着快递员的面拆分检查，无法说明是收货前就存在损伤，需要我们举证表明是之前存在损坏。这明显是不合理的，后来还查了这家公司竟然还有负面记录，有过经营违法前科，还被国家列入异常经营名录中，淘宝小二竟然偏袒一个有信用问题的商家，也要消费者自己承担损失，凭什么。
大多数的网购，都是使用后或者拆封后发现其有质量或者外观问题，试问有多少人会在签收快递的第一时间开箱检查，再说当时快递员是推着拖车送过来的，拖车上还有很多其他得快递，快递员送来放下就匆忙的走了，哪里有时间当面拆封，
后来我又用另外一个淘宝号和商家客服聊天，说买个送人的，如果认证使用了不满意，可以退吗，对方表示自损百分之十就可以退。这就说明了，当时商家以认证使用后不支持七天无理由退这句话完全是在欺骗消费者，真是可恶。",阿里客服," 客服不处理,不予退款,三包问题"," 退款,道歉,退货"
拼多多天天领现金好友助力成功却不加钱,拼多多助力，还差0.03就可以领到200。但我邀了7个人，一分都没有变。拼多多虚假宣传 简直不要脸，而且限时PK为人机，根本赢不了。虚假宣传。欺骗消费者。客服也是人机。,拼多多客户服务," 服务不到位,虚假宣传,账号问题"," 退款,赔偿,改善服务,解释,维修"
我买的号被卖家找回，客服不予解决拖时间,我在淘手游交易平台，买了一个账号。之后卖家找回了账号，并且也承认了是有找回的。但是客服一直拖时间，不予解决。,淘手游," 涉骗,账号问题", 退款
拼多多官方虚假宣传欺骗消费者：天天领现金活动,拼多多现金活动：用户可以通过领取好友分享的红包以及邀请好友助力获得现金，我最初邀请人数达36左右，当红包拆到0.01元时，拼多多天天领红包系统不再记入我邀请好友助力的人数，我又邀请了20个人左右助力我领取红包，天天领红包仍在0.01，导致我无法正常领取官方说明的助力奖励，此行为欺骗消费者，拼多多进行虚假宣传活动，欺骗消费者权益，请求维护。,拼多多客户服务, 虚假宣传," 赔偿,赔偿应得奖励"
霸王条款，欺骗消费者，不退款,本人于10.11中午预约了15元的体验活动，可是由于是大学生，阅历不足，被主任吓唬一通，说是15元没有用，要求我买价值680的三次服务，治痘心切，我也就同意了，预付了两百，谁知道期间只能用他们家产品，不能使用其他的产品，本人已有四支氨基酸洗面奶，对方说都是假的，于是 在对方的推销下，又付了三百，送了个小瓶洗面奶，后来针清过后脸部红肿，想要中止退款，可是对方以一次七百多为由的霸王条款拒绝了，我又说要报警，对方说你报呀，我们顾客里就有警察，目中无人，口气狂妄，期间还诱导大学生花呗付款，也没有相关票据凭证。,痘博士官方微博," 欺骗消费者,退款问题,收费问题,虚假宣传,服务欺诈,赔偿问题,合作商户不诚信,广告促销误导消费"," 公平给出解释,加强对平台的管理,退款,退费,退货退款"
圆通快递提供虚假发件人信息，无法联系发件人，致使商品无法退货,在商家承诺包退包换的情况下购买了一件商品，收到货后对商品不满意，并对商家提出退货申请，结果直接被卖家删除，随后发现快递单上的发件人信息都是假的，导致无法联系发件人，无法完成退货和退款。为什么这么大的快递公司会发生这种问题？为什么虚假的发件人信息也能发出来，到底是那位发件儿的员工不检查，还是那位员工和卖家串通好了？请求找到卖家并完成退货退款或赔偿,圆通速递," 虚假发货,未履行7天无理由退货", 退款或赔偿
急周转app强制下款,在急周转  贷款平台   填写资料 完成以后  强制下款1300利息1200贷款期限 5天  根本没有经过有我的同意 ,融360," 暴力催收,高利贷,砍头息,联系不到客服"," 停止骚扰,调整利率,销账,提供结清证明"
京东平台商家虚假发货，京东客服让报警或自己联系商家,"10.05号在网上为我女朋友买了一套内衣，物流显示商家从广州发货。10.08号下午收到一个特别小的包裹(摸起来像空包），包裹上未填写商品名称及信息 ，但我大意进行了签收。10.09号发现包裹上物流编号与所买内衣相同，马上联系商家，但是发现商家商品全部下架，一直给客服发消息，商家客服不在线或者只读不回。联系不上商家所以找京东解决问题，申请了交易纠纷，并将所收到空包拍照上传。10.10号商家出示了签收底单，说我已签收，但是底单上却是从福建发货。不得已我找快递方要了包裹物流信息，发现包裹只有0.03kg，然后在京东上找同款内衣进行询问，得知一套内衣不包装都有250g左右。又是我又将相关证据上传。然后专员最后处理给的建议是报警或者自己联系商家，首先我已经证明签收时就包裹与所购买商品表里不一致，商家给我寄的只是一个空包，第二京东平台对商家这种异地发货的不监管，且无相关物流信息。最后
不解决问题，推卸责任。",京东客服," 客服不处理,不予退款,服务不到位,虚假发货"," 退款,赔偿,道歉,作出处罚,解释"
